Rest/Ref,Age (yr),Date,Site Name,Area,HM or LM,Plot,PHAU,SPAL,SPPA,DISP,SOSE,IVFR,SADE,JUGE,ATPA,LICA,BAHA,SUMA,SPMA,SYSU,ALGAE,SYTE,CEOR,Total Cover,Unveg,WRK,GRB,Lit,CrabBur,Snail_COUNT ,Mussel_Count,SPAL Stem Count,Flower Cover,SPPA Stem Count,Flower Cover,DISP Stem Count,Flower Cover,JUGE Stem Count,Flower Cover,PHAU Stem Count,Flower Cover,LICA Stem Count,Flower Cover,SPAL_H1 (cm),SPAL_H2 (cm),SPAL_H3 (cm),SPAL_H4 (cm),SPAL_H5 (cm),SPAL_H_Avg,SPAL_D1(cm),SPAL_D2(cm),SPAL_D3(cm),SPAL_D4(cm),SPAL_D5 (cm),SPAL_D_Avg,Elevation ft,GraphName
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceHM,HM,12,0,0,37.5,62.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,100.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.223,Reference HM
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceHM,HM,13,0,0,18.75,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,56.25,0,37.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,Reference HM
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceHM,HM,14,0,0,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.156,Reference HM
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceHM,HM,15,0,0,37.5,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,8.75,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.195,Reference HM
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceLM,LM,1,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,87.5,18.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1.2,5.4,0,0,0,0,1.08,2.18,Reference LM
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceLM,LM,2,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,2.5,8.75,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,67,46,76,30,20,47.8,7.6,7.6,9.1,9.4,3.5,7.44,2.164,Reference LM
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceLM,LM,3,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0.5,2.5,0,0,5,61,0,0,0,0,0,0,0,0,0,0,0,29.5,35,17.5,22,32,27.2,3.8,8.6,6,3.6,3.8,5.16,2.252,Reference LM
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceLM,LM,4,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,18.75,0,2.5,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,24,17,27,23,32,24.6,5.3,5.1,7,4.3,6.3,5.6,2.369,Reference LM
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceLM,LM,5,0,87.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,21,56,0,0,0,0,0,0,0,0,0,0,0,38,37,57.5,62,41,47.1,5,4,6,5.9,7.2,5.62,2.203,Reference LM
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceLM,LM,6,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,62.5,0,0,0,0,7,83,45,0,0,0,0,0,0,0,0,0,0,0,54,51,49,55,38,49.4,5.7,4,5.3,5.9,4.2,5.02,0.28,Reference LM
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceLM,LM,7,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,37.5,0.5,0,0,4,0,31,55,0,0,0,0,0,0,0,0,0,0,0,20,32,26,38,25,28.2,6.8,4.4,5.5,11,6.6,6.86,1.927,Reference LM
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceLM,LM,8,2.5,37.5,2.5,8.75,0,0,0.5,0,0,0,0,0,0,0,0,0,0,51.75,18.75,0,0,8.75,1,1,4,34,0,0,0,0,0,0,0,0,0,0,0,19,18,13,6,10,13.2,4.7,5,6.1,4.4,6.8,5.4,2.336,Reference LM
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceLM,LM,9,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,37.5,0,0,2.5,1,0,1,38,0,0,0,0,0,0,0,0,0,0,0,53,33,37,49,38,42,6.4,5,4.5,6,5.8,5.54,1.463,Reference LM
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceLM,LM,10,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,37.5,0,0,0,0,0,5,62,0,0,0,0,0,0,0,0,0,0,0,46,47,75,36,49,50.6,6.4,4.3,5.1,6.9,5.1,5.56,1.518,Reference LM
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceLM,LM,11,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,18.75,0,0,0,1,0,2,38,0,0,0,0,0,0,0,0,0,0,0,50,27,23,42,27,33.8,6,5.9,4.3,4.4,5,5.12,2.181,Reference LM
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceLM,LM,12,0,62.5,0,8.75,0,0,2.5,0,0,0,0,0,0,0,0,0,0,73.75,18.75,0,0.5,0,0,0,2,57,0,0,0,0,0,0,0,0,0,0,0,5.5,11.5,19,13,18,13.4,1.2,2.9,5.6,4.5,4.4,3.72,2.62,Reference LM
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceLM,LM,13,0,62.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,65,37.5,0,0,8.75,2,2,3,41,0,0,0,0,0,0,0,0,0,0,0,18,17,55,46,49.5,37.1,6.9,7.1,4.7,3.8,5.4,5.58,2.58,Reference LM
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceLM,LM,14,0,87.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,90,8.75,0,0,0,2,2,13,83,0,0,0,0,0,0,0,0,0,0,0,22,15,17,14,55.5,24.7,7,3.7,4,3.4,4.6,4.54,2.549,Reference LM
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceLM,LM,15,0,62.5,8.75,8.75,0,0,8.75,0,0,0.5,0,0,0,0,0,0,0,89.25,18.75,0,0.5,0,0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,3,9.5,8,19,14,10.7,5.8,5.2,4.8,6.4,10.8,6.6,2.692,Reference LM
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredHM,HM,1,0,0,0,62.5,0,0.5,37.5,0,0,0.5,0,0,0,0,0,0,0,101,18.75,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.834,Restored HM
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredHM,HM,2,0,2.5,18.75,18.75,0,0,0,0,0,0,0,8.75,0,0,0,0,0,48.75,37.5,0,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.358,Restored HM
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredHM,HM,3,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,37.5,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.182,Restored HM
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredHM,HM,4,0,2.5,0,62.5,0,0.5,2.5,0,0.5,0,0,0.5,0.5,0,0,0,0,69.5,8.75,0,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.339,Restored HM
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredHM,HM,5,0,0,18.75,18.75,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,38.5,37.5,0,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.761,Restored HM
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredHM,HM,6,0,0,18.75,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,19.25,87.5,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.981,Restored HM
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredHM,HM,7,0,0,18.75,0.5,0,0,0.5,0,0,0,0,0.5,0.5,0,0,0,0,20.75,87.5,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.869,Restored HM
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredHM,HM,8,0,0,18.75,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25,62.5,8.75,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.919,Restored HM
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredHM,HM,9,0,37.5,0.5,8.75,0,0,2.5,0,0,0,0,2.5,0,0,0,0,0,51.75,37.5,0,Y,Y,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.174,Restored HM
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredHM,HM,10,0,8.75,0,18.75,0,0,2.5,0,0,0,0,0,0,0,0,0,0,30,62.5,0,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.064,Restored HM
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredHM,HM,11,0,0,0,37.5,0,0,2.5,0,0,0.5,0,0,0,0,0,0,0,40.5,62.5,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.201,Restored HM
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredHM,HM,12,0,62.5,0,8.75,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,72.25,8.75,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,Restored HM
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredHM,HM,13,0,0,8.75,8.75,0,0,0,0,0,0,0,0,0.5,0,0,0,0,18,87.5,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.602,Restored HM
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredHM,HM,14,0,0,18.75,0,0,0,2.5,0,0,0.5,0,0,0.5,0,0,0,0,22.25,62.5,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.346,Restored HM
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredHM,HM,15,0,0,0.5,37.5,0,0,0.5,0,0,0,0,0,2.5,0,0,0,0,41,62.5,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.698,Restored HM
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredLM,LM,1,0,62.5,0,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,81.25,18.75,0.5,N,Y,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,50,38,37,25,89,47.8,5.9,3.8,5.8,4,5.9,5.08,2.581,Restored LM
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredLM,LM,2,0,37.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,40,37.5,0,Y,Y,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,44,24,17,79,39,40.6,4.5,3.8,2.9,6.2,3.3,4.14,2.558,Restored LM
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredLM,LM,3,0,37.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,40,62.5,0,Y,Y,1,0,0,42,0,0,0,0,0,0,0,0,0,0,0,35,50,74,28,11,39.6,3,4.1,4.3,4.9,5.1,4.28,2.542,Restored LM
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredLM,LM,4,0,62.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,65,37.5,0.5,N,Y,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,30,80,114,71,37,66.4,5.4,4.8,5.8,5,4.5,5.1,2.391,Restored LM
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredLM,LM,5,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,37.5,0,N,Y,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,43,81,22,67,52,53,4.9,5.2,3.4,4,3.8,4.26,2.184,Restored LM
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredLM,LM,6,0,87.5,0,0,0,0,0.5,0,2.5,0,0,0,0,0,0,0,0,90.5,2.5,0,N,Y,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,23,28,17,19,27,22.8,9.1,8.3,8.1,8.9,6.5,8.18,3.182,Restored LM
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredLM,LM,7,0,62.5,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,100,8.75,2.5,Y,Y,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,21,11,30,28,42,26.4,5.1,6,5.1,4.1,6.9,5.44,2.265,Restored LM
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredLM,LM,8,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,37.5,37.5,Y,Y,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,8,45,8,8,14.2,3.5,5.6,6.1,8,7.2,6.08,2.836,Restored LM
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredLM,LM,9,0,18.75,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,81.25,18.75,0,N,Y,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,37,55,57,22,8,35.8,4.3,5.7,6.3,5.7,3,5,2.787,Restored LM
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredLM,LM,10,0,62.5,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,100,8.75,0,N,Y,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,8,88,34,26,9,33,5,5.5,6,4,5.6,5.22,2.673,Restored LM
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredLM,LM,11,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,62.5,0,Y,Y,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,67,102,41,45,65,64,5,5.2,4.5,4.4,5,4.82,2.303,Restored LM
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredLM,LM,12,0,37.5,0,18.75,0,0,2.5,0,0,0,0,2.5,0,0,0,0,0,61.25,18.75,2.5,Y,Y,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,79,75,22,90,27,58.6,7,6.9,4.5,5,5.5,5.78,2.975,Restored LM
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredLM,LM,13,0,18.75,0,0,0,0.5,0,0,2.5,0,0,0,0,0,0,0,0,21.75,37.5,37.5,Y,Y,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,35,25,14,12,34,24,9.3,7.5,6.9,3.9,7.9,7.1,2.68,Restored LM
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredLM,LM,14,0,18.75,0,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,27.5,62.5,0,N,Y,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,14,39,9,9,11,16.4,3.2,3.2,3.5,3,2.5,3.08,2.791,Restored LM
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredLM,LM,15,0,37.5,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,75,18.75,0,N,Y,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,40,37,6,9,27,23.8,4.3,4.8,4,2.7,5.4,4.24,2.76,Restored LM
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceHM,HM,1,18.75,0.5,37.5,37.5,0,0,0.5,0,0,0,0,0,0,2.5,0,0,0,97.25,0,0,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.966,Reference HM
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceHM,HM,2,0.5,2.5,62.5,18.75,0,0,0.5,0,0,0,0,0,0,8.75,0,0,0,93.5,0,0,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.942,Reference HM
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceHM,HM,3,0,8.75,37.5,37.5,0,0,0.5,0,0,0,0,0,0,18.75,0,0,0,103,2.5,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,Reference HM
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceHM,HM,4,0,18.75,62.5,18.75,0,0,0.5,0,0,0,0,0,0,0,0,0,0,100.5,0,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.138,Reference HM
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceHM,HM,5,0,8.75,37.5,37.5,0,0,2.5,0,0,0,0,0,0,2.5,0,0,0,88.75,0,0,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.034,Reference HM
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceHM,HM,6,0.5,0.5,37.5,37.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,76.5,0,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.116,Reference HM
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceHM,HM,7,0.5,0,37.5,62.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,101,0,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.068,Reference HM
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceHM,HM,8,0.5,0,37.5,62.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,101,0,0,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.091,Reference HM
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceHM,HM,9,0,0,37.5,37.5,0,0,0.5,0,0,0,0,0,0,18.75,0,0,0,94.25,0,0,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.166,Reference HM
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceHM,HM,10,0,0,37.5,62.5,0,0,0.5,0,2.5,0,0,0,0,2.5,0,0,0,105.5,0,0,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.133,Reference HM
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceHM,HM,11,0,2.5,37.5,37.5,0,0,8.75,0,0,0,0,0,0,0,0,0,0,86.25,0,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.159,Reference HM
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceHM,HM,12,0,0,62.5,37.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,102.5,0,0,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.197,Reference HM
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceHM,HM,13,0,0,37.5,37.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,77.5,0,0,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.147,Reference HM
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceHM,HM,14,0,0,62.5,37.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,102.5,0,0,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,Reference HM
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceHM,HM,15,0,0,62.5,37.5,0,0,0.5,0,2.5,0,0,0,0,0,0,0,0,103,0,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,Reference HM
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceLM,LM,1,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,87.5,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.374,Reference LM
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceLM,LM,2,0,0.5,0.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,87.5,Y,N,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1.4,2.8,2,0,0,0,0.96,2.329,Reference LM
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceLM,LM,3,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75,0,87.5,Y,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.396,Reference LM
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceLM,LM,4,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87.5,Y,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.261,Reference LM
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceLM,LM,5,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,18.75,62.5,Y,Y,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2.2,4.5,0,0,0,0,0.9,2.279,Reference LM
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceLM,LM,6,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,37.5,0.5,N,Y,0,1,1,41,0,0,0,0,0,0,0,0,0,0,0,54,80,21,72,56,56.6,4.6,7.6,5.8,7.3,4.8,6.02,0.734,Reference LM
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceLM,LM,7,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,18.75,0,Y,Y,0,1,0,38,0,0,0,0,0,0,0,0,0,0,0,49,43,32,31,32,37.4,3.9,5.9,5.1,6.2,4.1,5.04,2.139,Reference LM
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceLM,LM,8,8.75,37.5,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,55,18.75,0,Y,Y,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,33,5,22,8,8,15.2,3.8,4.5,10.2,4.6,6.8,5.98,2.337,Reference LM
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceLM,LM,9,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,18.75,0,N,Y,0,1,0,54,0,0,0,0,0,0,0,0,0,0,0,56,96,66,39,68,65,7.8,3.6,8.9,3.9,5,5.84,1.489,Reference LM
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceLM,LM,10,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,37.5,0,N,Y,0,1,1,29,0,0,0,0,0,0,0,0,0,0,0,70,52,73,54,31,56,4.5,3.3,5.1,4.6,3,4.1,1.64,Reference LM
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceLM,LM,11,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,18.75,0,Y,Y,0,1,1,60,0,0,0,0,0,0,0,0,0,0,0,29,34,31,29,61,36.8,5.1,5.6,2.9,4.6,6,4.84,2.351,Reference LM
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceLM,LM,12,0,18.75,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25,0,87.5,Y,N,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,2,3,13,5,4.8,1.6,3.1,0.7,3.9,2.3,2.32,2.719,Reference LM
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceLM,LM,13,0,62.5,0.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,65.5,18.75,0.5,N,Y,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,86,69,26,42,21,48.8,5.8,5.1,4.2,3.9,3.4,4.48,2.534,Reference LM
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceLM,LM,14,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,18.75,0,N,Y,0,1,0,64,0,0,0,0,0,0,0,0,0,0,0,28,9,19,22,24,20.4,5.1,1.9,3.6,4,3.9,3.7,2.499,Reference LM
Reference,Post (2),9/16/2024,Idlewild,Post (2)ReferenceLM,LM,15,0,37.5,37.5,2.5,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,78.5,18.75,0,N,Y,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,25,32,23,26,29,27,8.1,9.4,3.9,8.2,6.4,7.2,2.725,Reference LM
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredHM,HM,1,0,0,0,87.5,0,0.5,0,0,0,8.75,0,0,0,0,0,0,0,96.75,2.5,0,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.746,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredHM,HM,2,0,18.75,37.5,18.75,0,,0,0,0,0,0,0.5,0,0,0,0,0,75.5,8.75,0.5,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.175,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredHM,HM,3,0,0,8.75,62.5,0,0.5,0,0,0,0,0,8.75,0,0,0,0,0,80.5,18.75,0.5,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.811,
Restored,Post(3),8/21/2025,Idlewild,Post(3)RestoredHM,HM,4,0.5,2.5,0,87.5,0,2.5,0,0,0,2.5,0,0,0,0,0,0,0,95.5,2.5,0.5,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.014,
