Date,Marsh,SiteID,Plot,AMCA,ATPA,DISP,IVFR,JUGE,PHAU,PLOD,SADE,SPAL,SOSE,SPPA,Total Cover,Crk,Dit,Fill,GRB,Lit,MUSSEL,CRAB,SNAIL,Pan,Pool,Unveg,WRK,1,2,3,4,5,Hmean,Initial,Hit 1,Hit 2,Hit 3,SV 10 cm (kpa),SV 55 cm (kpa),SPC,HM/LM,Elevation (NAVD88)
8/14/2015,Pelham Bay Cove,BQ2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,,0.00,18.75,0.00,0.00,0.00,0.00,87.50,2.50,,,0.00,0.00,18.75,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Pelham Bay Cove,BQ2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.50,,0.00,37.50,0.00,0.00,0.00,0.00,18.75,8.75,,,0.00,0.00,62.50,2.50,90,90,88,57,61,77.20,,,,,,,,,
8/14/2015,Pelham Bay Cove,BQ2,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.50,,0.00,87.50,0.00,0.00,0.00,0.00,8.75,8.75,,,0.00,0.00,37.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Pelham Bay Cove,BQ2,6,0.00,0.00,18.75,0.00,0.00,0.00,0.00,0.00,18.75,,18.75,56.25,0.00,0.00,0.00,0.00,37.50,0.00,,,0.00,0.00,18.75,0.00,15,13,15,18,21,16.40,,,,,,,,,
8/14/2015,Pelham Bay Cove,BQ2,7,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,,87.50,175.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Pelham Bay Cove,BQ2,8,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,,87.50,175.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Pelham Bay Cove,BQ2,9,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,,87.50,175.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Pelham Bay Cove,BQ2,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,,0.00,62.50,0.00,0.00,0.00,0.00,8.75,0.00,,,0.00,0.00,62.50,0.00,100,76,127,96,82,96.20,,,,,,,,,
8/14/2015,Pelham Bay Cove,BQ2,11,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,,87.50,175.00,0.00,0.00,0.00,0.00,0.50,0.00,,,0.00,0.00,0.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Pelham Bay Cove,BQ2,12,0.00,0.00,18.75,0.00,0.00,0.00,0.00,2.50,2.50,,18.75,42.50,0.00,0.00,0.00,0.00,18.75,0.00,,,0.00,0.00,62.50,0.00,41,39,32,75,48,47.00,,,,,,,,,
8/14/2015,Pelham Bay Cove,BQ2,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,,0.00,62.50,87.50,0.00,0.00,0.00,8.75,0.50,,,0.00,0.00,37.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Pelham Bay Cove,BQ2,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,,0.00,62.50,0.00,0.00,0.00,0.00,8.75,8.75,,,0.00,0.00,62.50,8.75,23,30,25,54,31,32.60,,,,,,,,,
8/14/2015,Pelham Bay Cove,BQ2,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,,0.00,62.50,0.00,0.00,0.00,0.00,37.50,0.50,,,0.00,0.00,8.75,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Pelham Bay Cove,BQ2,16,0.00,0.00,62.50,0.00,0.00,0.00,0.00,0.00,18.75,,62.50,143.75,0.00,0.00,0.00,0.00,8.75,2.50,,,0.00,0.00,18.75,0.00,11,55,37,34,31,33.60,,,,,,,,,
8/14/2015,Pelham Bay Cove,BQ2,17,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,,87.50,175.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,2.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Pelham Bay Cove,BQ2,18,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,,87.50,175.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Pelham Bay Cove,BQ2,19,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,,87.50,175.00,0.00,0.00,0.00,0.00,0.50,0.00,,,0.00,0.00,0.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Pelham Bay Cove,BQ2,20,0.00,0.00,8.75,0.00,0.00,0.00,0.00,0.00,62.50,,2.50,73.75,0.00,0.00,0.00,0.00,37.50,8.75,,,0.00,0.00,62.50,0.00,42,78,65,54,48,57.40,,,,,,,,,
8/14/2015,Pelham Bay Cove,BQ2,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.50,,0.00,37.50,18.75,0.00,0.00,0.00,37.50,2.50,,,0.00,0.00,37.50,8.75,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Pelham Bay Cove,BQ2,22,0.00,0.00,18.75,0.00,0.00,0.00,0.00,2.50,37.50,,37.50,96.25,0.00,0.00,0.00,0.00,8.75,0.00,,,0.00,0.00,37.50,0.00,33,48,17,27,27,30.40,,,,,,,,,
8/14/2015,Pelham Bay Cove,BQ2,23,0.00,0.00,62.50,0.00,0.00,0.00,0.00,0.50,8.75,,62.50,134.25,0.00,0.00,0.00,0.00,8.75,0.00,,,0.00,0.00,8.75,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Pelham Bay Cove,BQ2,24,0.00,0.00,62.50,0.00,0.00,0.00,0.00,0.00,0.00,,62.50,125.00,0.00,0.00,0.00,0.00,18.75,0.00,,,0.00,0.00,18.75,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Pelham Bay Cove,BQ2,25,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.50,0.00,,37.50,125.50,0.00,0.00,0.00,0.00,0.50,0.00,,,0.00,0.00,2.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Pelham Bay Cove,BQ2,26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,,0.00,62.50,0.00,0.00,0.00,0.00,8.75,8.75,,,0.00,0.00,62.50,0.00,80,76,57,32,74,63.80,,,,,,,,,
8/14/2015,Pelham Bay Cove,BQ2,27,0.00,0.00,62.50,0.00,0.00,0.00,0.00,0.00,0.00,,87.50,150.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Pelham Bay Cove,BQ2,28,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,,87.50,175.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Pelham Bay Cove,BQ2,29,0.00,0.00,37.50,0.00,0.00,0.00,0.00,0.00,18.75,,37.50,93.75,0.00,0.00,0.00,0.00,8.75,0.00,,,0.00,0.00,18.75,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Pelham Bay Cove,BQ2,30,0.00,0.00,18.75,0.00,0.00,0.00,0.00,0.00,18.75,,62.50,100.00,0.00,0.00,0.00,0.00,18.75,0.00,,,0.00,0.00,8.75,0.00,11,19,17,15,11,14.60,,,,,,,,,
8/14/2015,Hutch River,BQ1.1,1,0.00,0.00,62.50,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,62.50,0.00,0.00,0.00,0.00,2.50,0.00,,,0.00,0.00,18.75,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Hutch River,BQ1.1,2,0.00,0.00,62.50,0.00,0.00,0.00,0.00,0.00,0.00,,62.50,125.00,0.00,0.00,0.00,0.00,2.50,0.00,,,0.00,0.00,18.75,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Hutch River,BQ1.1,3,0.00,0.00,62.50,0.00,0.00,0.00,0.00,0.00,0.00,,62.50,125.00,0.00,0.00,0.00,0.00,0.50,0.00,,,0.00,0.00,8.75,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Hutch River,BQ1.1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,,2.50,21.25,0.00,0.00,0.00,2.50,2.50,0.00,,,0.00,0.00,8.75,37.50,26,11,15,18,14,16.80,,,,,,,,,
8/14/2015,Hutch River,BQ1.1,5,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.50,,87.50,175.50,0.00,0.00,0.00,0.00,2.50,0.00,,,0.00,0.00,18.75,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Hutch River,BQ1.1,6,0.00,0.00,62.50,0.00,0.00,0.00,0.00,0.00,8.75,,37.50,108.75,0.00,0.00,0.00,2.50,2.50,0.00,,,0.00,0.00,8.75,18.75,86,16,61,46,29,47.60,,,,,,,,,
8/14/2015,Hutch River,BQ1.1,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,,0.00,18.75,0.00,0.00,0.00,8.75,8.75,0.00,,,0.00,0.00,87.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Hutch River,BQ1.1,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,,0.00,18.75,0.00,0.00,0.00,2.50,0.00,0.00,,,0.00,0.00,62.50,18.75,31,33,41,38,23,33.20,,,,,,,,,
8/14/2015,Hutch River,BQ1.1,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.50,,0.00,37.50,0.00,0.00,0.00,2.50,18.75,0.00,,,0.00,0.00,37.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Hutch River,BQ1.1,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,,0.00,62.50,0.00,0.00,0.00,0.00,2.50,0.00,,,0.00,0.00,62.50,0.00,117,87,81,68,63,83.20,,,,,,,,,
8/14/2015,Hutch River,BQ1.1,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.75,,0.00,8.75,0.00,0.00,0.00,2.50,18.75,0.00,,,0.00,0.00,87.50,37.50,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Hutch River,BQ1.1,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.50,,0.00,37.50,0.00,0.00,0.00,0.00,8.75,0.00,,,0.00,0.00,62.50,8.75,54,40,46,38,27,41.00,,,,,,,,,
8/14/2015,Hutch River,BQ1.1,13,0.00,0.00,8.75,0.00,0.00,0.00,0.00,0.00,37.50,,0.00,46.25,0.00,0.00,0.00,8.75,0.00,0.00,,,0.00,0.00,62.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Hutch River,BQ1.1,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,,0.00,62.50,0.00,0.00,0.00,0.00,18.75,0.00,,,0.00,0.00,37.50,0.00,38,39,22,28,58,37.00,,,,,,,,,
8/14/2015,Hutch River,BQ1.1,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,,0.00,62.50,0.00,0.00,0.00,2.50,2.50,0.00,,,0.00,0.00,37.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Hutch River,BQ1.1,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,,0.00,62.50,0.00,0.00,0.00,0.00,18.75,0.00,,,0.00,0.00,37.50,0.00,41,39,33,39,85,47.40,,,,,,,,,
8/14/2015,Hutch River,BQ1.1,17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.50,,0.00,37.50,0.00,0.00,0.00,2.50,2.50,0.00,,,0.00,0.00,37.50,62.50,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Hutch River,BQ1.1,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,,0.00,18.75,0.00,0.00,0.00,8.75,0.00,0.00,,,0.00,0.00,8.75,62.50,37,34,48,23,22,32.80,,,,,,,,,
8/14/2015,Hutch River,BQ1.1,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.50,,0.00,62.50,0.00,0.00,0.00,0.00,37.50,0.00,,,0.00,0.00,18.75,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Hutch River,BQ1.1,20,0.00,0.00,18.75,0.00,0.00,0.00,0.00,0.00,0.00,,37.50,56.25,0.00,0.00,0.00,0.00,37.50,0.00,,,0.00,0.00,8.75,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Hutch River,BQ1.1,21,0.00,0.00,37.50,0.00,0.00,0.00,0.00,0.00,0.00,,87.50,125.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Hutch River,BQ1.1,22,0.00,0.00,8.75,0.00,0.00,0.00,0.00,0.00,0.00,,87.50,96.25,0.00,0.00,0.00,0.00,8.75,0.00,,,0.00,0.00,2.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Hutch River,BQ1.1,23,0.00,0.00,62.50,0.00,0.00,0.00,0.00,0.00,0.00,,87.50,150.00,0.00,0.00,0.00,0.00,0.50,0.00,,,0.00,0.00,2.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Hutch River,BQ1.1,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,18.75,,8.75,30.00,0.00,0.00,0.00,2.50,18.75,0.00,,,0.00,0.00,62.50,0.00,19,11,14,14,12,14.00,,,,,,,,,
8/14/2015,Hutch River,BQ1.1,25,0.00,0.00,37.50,0.00,0.00,0.00,0.00,0.00,0.00,,87.50,125.00,0.00,0.00,0.00,0.00,2.50,0.00,,,0.00,0.00,18.75,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Hutch River,BQ1.1,26,0.00,0.00,18.75,0.00,0.00,0.00,0.00,2.50,18.75,,37.50,77.50,0.00,0.00,0.00,2.50,8.75,0.00,,,0.00,0.00,37.50,0.00,42,36,15,14,111,43.60,,,,,,,,,
8/14/2015,Hutch River,BQ1.1,27,0.00,0.00,62.50,0.00,0.00,2.50,0.00,0.00,0.00,,87.50,152.50,0.00,0.00,0.00,0.00,18.75,0.00,,,0.00,0.00,0.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Hutch River,BQ1.1,28,0.00,0.00,62.50,0.00,0.00,0.00,0.00,2.50,0.00,,62.50,127.50,0.00,0.00,0.00,0.00,8.75,0.00,,,0.00,0.00,37.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Hutch River,BQ1.1,29,0.00,0.00,62.50,0.00,0.00,0.00,0.00,0.00,0.00,,87.50,150.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,2.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/14/2015,Hutch River,BQ1.1,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,8.75,,8.75,20.00,0.00,0.00,0.00,2.50,0.00,0.00,,,0.00,0.00,37.50,0.00,83,40,73,44,24,52.80,,,,,,,,,
8/18/2015,Saw Mill Creek,SI2.1,1,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,,87.50,175.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/18/2015,Saw Mill Creek,SI2.1,2,0.00,0.00,62.50,0.00,0.00,0.00,0.00,0.00,18.75,,62.50,143.75,0.00,0.00,0.00,0.00,18.75,0.00,,,0.00,0.00,37.50,0.00,13,14,11,4,5,9.40,,,,,,,,,
8/18/2015,Saw Mill Creek,SI2.1,3,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,,87.50,175.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/18/2015,Saw Mill Creek,SI2.1,4,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,,87.50,175.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/18/2015,Saw Mill Creek,SI2.1,5,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,,87.50,175.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/18/2015,Saw Mill Creek,SI2.1,6,0.00,0.00,8.75,0.00,0.00,0.00,0.00,0.00,37.50,,0.00,46.25,0.00,0.00,0.00,0.00,8.75,0.00,,,0.00,0.00,62.50,0.00,73,28,32,26,28,37.40,,,,,,,,,
8/18/2015,Saw Mill Creek,SI2.1,7,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,,87.50,175.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/18/2015,Saw Mill Creek,SI2.1,8,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,18.75,,87.50,193.75,0.00,0.00,0.00,0.00,8.75,0.00,,,0.00,0.00,8.75,0.00,11,7,8,19,4,9.80,,,,,,,,,
8/18/2015,Saw Mill Creek,SI2.1,9,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,,87.50,175.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/18/2015,Saw Mill Creek,SI2.1,10,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,,87.50,175.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,2.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/18/2015,Saw Mill Creek,SI2.1,11,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,,87.50,175.00,0.00,0.00,0.00,0.00,2.50,0.00,,,0.00,0.00,2.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/18/2015,Saw Mill Creek,SI2.1,12,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,37.50,,0.00,40.00,0.00,0.00,0.00,0.00,8.75,0.50,,,0.00,0.00,87.50,0.00,6,12,9,10,10,9.40,,,,,,,,,
8/18/2015,Saw Mill Creek,SI2.1,13,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,,87.50,175.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/18/2015,Saw Mill Creek,SI2.1,14,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,2.50,,87.50,177.50,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,2.50,0.00,10,12,5,9,6,8.40,,,,,,,,,
8/18/2015,Saw Mill Creek,SI2.1,15,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,,87.50,175.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/18/2015,Saw Mill Creek,SI2.1,16,0.00,0.00,18.75,0.00,0.00,0.00,0.00,0.00,37.50,,18.75,75.00,0.00,0.00,0.00,0.00,8.75,0.00,,,0.00,0.00,18.75,0.00,80,26,50,81,30,53.40,,,,,,,,,
8/18/2015,Saw Mill Creek,SI2.1,17,0.00,0.00,62.50,0.00,0.00,0.00,0.00,0.00,18.75,,62.50,143.75,0.00,0.00,0.00,0.00,2.50,0.00,,,0.00,0.00,18.75,0.00,14,20,9,11,30,16.80,,,,,,,,,
8/18/2015,Saw Mill Creek,SI2.1,18,0.00,0.00,62.50,0.00,0.00,0.00,0.00,0.00,37.50,,62.50,162.50,0.00,0.00,0.00,0.00,18.75,0.00,,,0.00,0.00,2.50,0.00,50,36,22,59,40,41.40,,,,,,,,,
8/18/2015,Saw Mill Creek,SI2.1,19,0.00,0.00,62.50,0.00,0.00,0.00,0.00,0.00,37.50,,62.50,162.50,0.00,0.00,0.00,0.00,18.75,0.00,,,0.00,0.00,0.50,0.00,32,18,32,33,14,25.80,,,,,,,,,
8/18/2015,Saw Mill Creek,SI2.1,20,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,,87.50,175.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/18/2015,Saw Mill Creek,SI2.1,21,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,,87.50,175.00,0.00,0.00,0.00,0.00,0.50,0.00,,,0.00,0.00,2.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/18/2015,Saw Mill Creek,SI2.1,22,0.00,0.00,18.75,0.00,0.00,0.00,0.00,0.00,2.50,,0.00,21.25,0.00,0.00,0.00,0.00,8.75,0.00,,,0.00,0.00,87.50,0.00,55,80,19,119,70,68.60,,,,,,,,,
8/18/2015,Saw Mill Creek,SI2.1,23,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,2.50,,87.50,177.50,0.00,0.00,0.00,0.00,2.50,0.00,,,0.00,0.00,0.00,0.00,28,29,11,44,51,32.60,,,,,,,,,
8/18/2015,Saw Mill Creek,SI2.1,24,0.00,0.00,37.50,0.00,0.00,0.00,0.00,0.00,62.50,,37.50,137.50,0.00,0.00,0.00,0.00,18.75,0.00,,,0.00,0.00,62.50,0.00,60,18,40,48,59,45.00,,,,,,,,,
8/18/2015,Saw Mill Creek,SI2.1,25,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,,87.50,175.00,0.00,0.00,0.00,0.00,0.50,0.00,,,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/18/2015,Saw Mill Creek,SI2.1,26,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,8.75,,87.50,183.75,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,30,38,34,19,35,31.20,,,,,,,,,
8/18/2015,Saw Mill Creek,SI2.1,27,0.00,0.00,8.75,0.00,0.00,0.00,0.00,0.00,37.50,,8.75,55.00,0.00,0.00,0.00,0.00,18.75,0.00,,,0.00,0.00,62.50,0.00,11,12,4,22,10,11.80,,,,,,,,,
8/18/2015,Saw Mill Creek,SI2.1,28,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,,87.50,175.00,0.00,0.00,0.00,0.00,2.50,0.00,,,0.00,0.00,2.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/18/2015,Saw Mill Creek,SI2.1,29,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,,87.50,175.00,0.00,0.00,0.00,0.00,0.50,0.00,,,0.00,0.00,0.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/18/2015,Saw Mill Creek,SI2.1,30,0.00,0.00,62.50,0.00,0.00,0.00,0.00,0.00,8.75,,62.50,133.75,0.00,0.00,0.00,0.00,8.75,0.00,,,0.00,0.00,8.75,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/24/2015,Udalls Cove,BQ6,1,0.00,0.00,37.50,0.00,0.00,0.00,0.00,2.50,62.50,,0.00,102.50,0.00,0.00,0.00,0.00,62.50,0.00,,,0.00,0.00,2.50,0.00,21.5,27,22,50,38,31.70,,,,,,,,,
8/24/2015,Udalls Cove,BQ6,2,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,8.75,,0.00,96.25,0.00,0.00,0.00,0.00,8.75,0.00,,,0.00,0.00,2.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/24/2015,Udalls Cove,BQ6,3,0.00,0.00,18.75,0.00,0.00,0.00,0.00,0.00,62.50,,0.00,81.25,0.00,0.00,0.00,2.50,0.00,0.00,,,0.00,0.00,8.75,2.50,6,8,25,18,17,14.80,,,,,,,,,
8/24/2015,Udalls Cove,BQ6,4,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,8.75,,0.00,96.25,0.00,0.00,0.00,0.50,18.75,0.00,,,0.00,0.00,2.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/24/2015,Udalls Cove,BQ6,5,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,87.50,0.00,0.00,0.00,0.00,2.50,0.00,,,0.00,0.00,2.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/24/2015,Udalls Cove,BQ6,6,0.00,0.50,37.50,0.00,0.00,0.00,0.00,0.00,18.75,,37.50,94.25,0.00,0.00,0.00,0.00,8.75,0.00,,,0.00,0.00,2.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/24/2015,Udalls Cove,BQ6,7,0.00,0.00,8.75,0.00,0.00,0.00,0.00,0.00,37.50,,0.00,46.25,0.00,0.00,0.00,0.50,0.00,0.00,,,0.00,0.00,8.75,2.50,31,28,0,0,0,11.80,,,,,,,,,
8/24/2015,Udalls Cove,BQ6,8,0.00,0.00,87.50,0.00,0.00,0.00,0.00,0.00,2.50,,0.00,90.00,0.00,0.00,0.00,0.00,2.50,0.00,,,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/24/2015,Udalls Cove,BQ6,9,0.00,0.50,62.50,0.00,0.00,0.00,0.00,0.00,0.00,,62.50,125.50,0.00,0.00,0.00,0.00,2.50,0.00,,,0.00,0.00,2.50,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/24/2015,Udalls Cove,BQ6,10,0.00,0.00,37.50,0.00,0.00,0.00,0.00,2.50,8.75,,87.50,136.25,0.00,0.00,0.00,0.00,8.75,0.00,,,0.00,0.00,18.75,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/24/2015,Udalls Cove,BQ6,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,18.75,,0.00,37.50,0.00,0.00,0.00,2.50,0.00,0.00,,,0.00,37.50,37.50,0.00,53,18,22.5,24,26,28.70,,,,,,,,,
8/24/2015,Udalls Cove,BQ6,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,62.50,,0.00,81.25,0.00,0.00,0.00,0.00,18.75,18.75,,,0.00,0.00,18.75,0.00,NA,NA,NA,NA,NA,NA,,,,,,,,,
8/24/2015,Udalls Cove,BQ6,13,0.00,8.75,0.00,0.00,0.00,0.00,0.00,0.00,87.50,,0.00,96.25,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,20,15,11,13.5,18,15.50,,,,,,,,,
