GISPlotID,Rest/Ref,Phase 1 Age (yr),Phase 2 Age (yr),Date,Site Name,Area,Plot,PHAU,SPAL,SPPA,DISP,SOSE,IVFR,SADE,JUGE,ALGAE,UNKNOWN,SEAWEED,Total Cover,Unveg,WRK,GRB,Lit,Mussel_Count,CrabBur,Snail_COUNT ,SPAL Stem Count,Flower Spp,SPAL_H1 (cm),SPAL_H2 (cm),SPAL_H3 (cm),SPAL_H4 (cm),SPAL_H5 (cm),Avg_SPAL_H,SPAL_D1(mm),SPAL_D2(mm),SPAL_D3(mm),SPAL_D4(mm),SPAL_D5 (mm),Avg_SPAL_D,SPPA Stem Count,DISP Stem Count,JUGE Stem Count,PHAU Stem Count,Elevation ft,GIS Plot ID,check,ForSummary,Notes
AlleyLS_196,Reference,Post (1),Pre,8/31/2021,Alley LS,VE Reference,T1P4,0,37.5,0,0,0,0,0,0,0,0,0,37.5,62.5,0,2.5,0,50,5,0,13,0,70,34.5,35,7,66,42.5,5.2,4.4,6,4.6,5,5.04,0,0,0,0,0.289,,,,
AlleyLS_197,Reference,Post(1),Pre,8/31/2021,Alley LS,VE Reference,T1P5,0,62.5,0,0,0,0,0,0,0,0,0,62.5,37.5,0,0,0,900,0,0,38,0,84,75.5,67.5,89.5,56,74.5,4,3.3,4,5.5,3.6,4.08,0,0,0,0,1.21,,,,
AlleyLS_198,Reference,Post (1),Pre,8/31/2021,Alley LS,VE Reference,T1P6,0,62.5,0,0,0,0,0,0,0,0,0,62.5,18.75,0,0,0,200,0,0,56,0,114.5,109.5,102.5,62,116,100.9,6,5.2,4.6,3.5,5,4.86,0,0,0,0,2.027,,,,
AlleyLS_199,Reference,Post(1),Pre,8/31/2021,Alley LS,MF Reference,T2P1,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.141,,,,
AlleyLS_200,Reference,Post (1),Pre,8/31/2021,Alley LS,MF Reference,T2P2,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.972,,,,
AlleyLS_201,Reference,Post(1),Pre,8/31/2021,Alley LS,MF Reference,T2P3,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.687,,,,
AlleyLS_202,Reference,Post (1),Pre,8/31/2021,Alley LS,VE Reference,T2P4,0,18.75,0,0,0,0,0,0,0,0,0,18.75,87.5,0,0,0,100,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.222,,,,
AlleyLS_203,Reference,Post(1),Pre,8/31/2021,Alley LS,VE Reference,T2P5,0,62.5,0,0,0,0,0,0,0,0,0,62.5,37.5,0,0,0.5,5,0,1,20,0,67.5,61.5,66,22,81,59.6,4,4.2,4.6,3.4,6.5,4.54,0,0,0,0,0.528,,,,
AlleyLS_204,Reference,Post (1),Pre,8/31/2021,Alley LS,VE Reference,T2P6,0,62.5,0,0,0,0,0,0,0,0,0,62.5,37.5,0,0,0,200,0,0,33,0,94,91,25,59,106,75,5.1,5.7,4.2,3.6,6.2,4.96,0,0,0,0,1.788,,,,
AlleyLS_205,Reference,Post(1),Pre,8/31/2021,Alley LS,MF Reference,T3P1,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.848,,,,
AlleyLS_206,Reference,Post (1),Pre,8/31/2021,Alley LS,MF Reference,T3P2,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.929,,,,
AlleyLS_207,Reference,Post(1),Pre,8/31/2021,Alley LS,MF Reference,T3P3,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.377,,,,
AlleyLS_208,Reference,Post (1),Pre,8/31/2021,Alley LS,VE Reference,T3P4,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,2.5,2.5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,,,,
AlleyLS_209,Reference,Post(1),Pre,8/31/2021,Alley LS,VE Reference,T3P5,0,37.5,0,0,0,0,0,0,0,0,0,37.5,62.5,0,0,0,70,2,0,47,0,112,53,70,97,114.5,89.3,6.5,3.7,4.4,6,7.8,5.68,0,0,0,0,1.434,,,,
AlleyLS_210,Reference,Post (1),Pre,8/31/2021,Alley LS,VE Reference,T3P6,0,62.5,0,0,0,0,0,0,0,0,0,62.5,37.5,0,0,0,0,0,0,44,0,60,45,40,80,67.5,58.5,2.4,3.6,2.5,4,5.7,3.64,0,0,0,0,3.044,,,,
AlleyLS_211,Reference,Post(1),Pre,8/31/2021,Alley LS,MF Reference,T4P1,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.279,,,,
AlleyLS_212,Reference,Post (1),Pre,8/31/2021,Alley LS,MF Reference,T4P2,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.478,,,,
AlleyLS_213,Reference,Post(1),Pre,8/31/2021,Alley LS,MF Reference,T4P3,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,,,,
AlleyLS_214,Reference,Post (1),Pre,8/31/2021,Alley LS,VE Reference,T4P4,0,18.75,0,0,0,0,0,0,0,0,0,18.75,87.5,0,0,0,25,3,0,4,0,2.5,7,2,1.5,0,2.6,1,5.1,1.9,2.3,0,2.06,0,0,0,0,1.104,,,,
AlleyLS_215,Reference,Post(1),Pre,8/31/2021,Alley LS,VE Reference,T4P5,0,62.5,0,0,0,0,0,0,0,0,0,62.5,37.5,0,0,0,150,5,0,75,0,62,23,102.5,57.5,31,55.2,4.9,3,5.4,5.7,2.5,4.3,0,0,0,0,2.707,,,,
AlleyLS_216,Reference,Post (1),Pre,8/31/2021,Alley LS,VE Reference,T4P6,0,87.5,0,0,0,0,0,0,0,0,0,87.5,8.75,0,0,0,0,1,0,100,0,8,16,26.5,22,14.5,17.4,2,1.6,2.6,1.7,2,1.98,0,0,0,0,3.531,,,,
AlleyLS_217,Reference,Post(1),Pre,8/31/2021,Alley LS,MF Reference,T5P1,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.268,,,,
AlleyLS_218,Reference,Post (1),Pre,8/31/2021,Alley LS,MF Reference,T5P2,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.24,,,,
AlleyLS_219,Reference,Post(1),Pre,8/31/2021,Alley LS,MF Reference,T5P3,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367,,,,
AlleyLS_220,Reference,Post (1),Pre,8/31/2021,Alley LS,VE Reference,T5P4,0,8.75,0,0,0,0,0,0,0,0,0,8.75,87.5,0,2.5,2.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.549,,,,
AlleyLS_221,Reference,Post(1),Pre,8/31/2021,Alley LS,VE Reference,T5P5,0,37.5,0,0,0,0,0,0,0,0,0,37.5,62.5,0,0.5,0,100,0,0,17,0,113,93.5,132.5,45,8,78.4,6,4.9,8.1,5.9,4.7,5.92,0,0,0,0,1.927,,,,
AlleyLS_222,Reference,Post (1),Pre,8/31/2021,Alley LS,VE Reference,T5P6,37.5,37.5,0,0,0,0,0,0,0,0,0,75,18.75,0,8.75,0,3,1,0,17,0,57,28.5,110.5,101,12,61.8,4,3,5.5,6,2.9,4.28,0,0,0,0,3.549,,,,
AlleyLS_223,Restored,Post(1),Pre,8/31/2021,Alley LS,O.C. Restored,OC1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.493,,,,
AlleyLS_224,Restored,Post (1),Pre,8/31/2021,Alley LS,O.C. Restored,OC1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289,,,,"There were 5-10 dead blue crabs inside the Oyster castles, along with a few dead fish. This could be a result of their structure, but there also appeared to be a fish die off in the area because many dead fish were washed up into the veg edge as well. There had been recent heavy rains, so maybe a result of CSO? "
AlleyLS_225,Restored,Post(1),Pre,8/31/2021,Alley LS,O.C. Restored,OC1P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.589,,,,
AlleyLS_226,Restored,Post (1),Pre,8/31/2021,Alley LS,O.C. Restored,OC2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.604,,,,
AlleyLS_227,Restored,Post(1),Pre,8/31/2021,Alley LS,O.C. Restored,OC2P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.982,,,,
AlleyLS_228,Restored,Post (1),Pre,8/31/2021,Alley LS,O.C. Restored,OC2P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.245,,,,
AlleyLS_229,Restored,Post(1),Pre,8/31/2021,Alley LS,O.C. Restored,OC3P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.071,,,,
AlleyLS_230,Restored,Post (1),Pre,8/31/2021,Alley LS,O.C. Restored,OC3P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.565,,,,
AlleyLS_231,Restored,Post(1),Pre,8/31/2021,Alley LS,O.C. Restored,OC3P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.483,,,,
AlleyLS_232,Restored,Post (1),Pre,8/31/2021,Alley LS,O.C. Restored,OC4P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.843,,,,
AlleyLS_233,Restored,Post(1),Pre,8/31/2021,Alley LS,O.C. Restored,OC4P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.551,,,,
AlleyLS_234,Restored,Post (1),Pre,8/31/2021,Alley LS,O.C. Restored,OC4P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AlleyLS_235,Restored,Post(1),Pre,8/31/2021,Alley LS,O.C. Restored,OC5P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AlleyLS_236,Restored,Post (1),Pre,8/31/2021,Alley LS,O.C. Restored,OC5P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AlleyLS_237,Restored,Post(1),Pre,8/31/2021,Alley LS,O.C. Restored,OC5P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AlleyLS_238,Restored,Post (1),Pre,8/31/2021,Alley LS,O.C. Restored,OC6P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AlleyLS_239,Restored,Post(1),Pre,8/31/2021,Alley LS,O.C. Restored,OC6P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AlleyLS_240,Restored,Post (1),Pre,8/31/2021,Alley LS,O.C. Restored,OC6P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AlleyLS_241,Restored,Post(1),Pre,8/31/2021,Alley LS,O.C. Restored,OC7P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AlleyLS_242,Restored,Post (1),Pre,8/31/2021,Alley LS,O.C. Restored,OC7P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AlleyLS_243,Restored,Post(1),Pre,8/31/2021,Alley LS,O.C. Restored,OC7P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
AlleyLS_244,Restored,Post(2),Pre,9/15/2022,Alley LS,PS&P,T1P1,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.111,,,,
AlleyLS_245,Restored,Post(2),Pre,9/15/2022,Alley LS,PS&P,T1P2,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.957,,,,
AlleyLS_246,Restored,Post(2),Pre,9/15/2022,Alley LS,PS&P,T1P3,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,22,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.867,,,,
AlleyLS_247,Restored,Post(2),Pre,9/15/2022,Alley LS,PS&EV,T1P4,0,2.5,0,0,0,0,0,0,0,0,0,2.5,87.5,0,8.75,0,159,0,112,1,0,7,0,0,0,0,1.4,2.6,0,0,0,0,0.52,0,0,0,0,-1.401,,,,
AlleyLS_248,Restored,Post(2),Pre,9/15/2022,Alley LS,PS&EV,T1P5,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.383,,,,
AlleyLS_249,Restored,Post(2),Pre,9/15/2022,Alley LS,PS&EV,T1P6,0,8.75,0,0,0,0,0,0,0,0,0,8.75,87.5,0,0,0,31,0,0,7,0,15,46,17,19,73,34,2.1,3.7,4.4,2.6,6.9,3.94,0,0,0,0,0.977,,,,
AlleyLS_250,Restored,Post(2),Pre,9/15/2022,Alley LS,PS&P,T2P1,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.667,,,,
AlleyLS_251,Restored,Post(2),Pre,9/15/2022,Alley LS,PS&P,T2P2,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.024,,,,
AlleyLS_252,Restored,Post(2),Pre,9/15/2022,Alley LS,PS&P,T2P3,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,12,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.859,,,,
AlleyLS_253,Restored,Post(2),Pre,9/15/2022,Alley LS,PS&EV,T2P4,0,62.5,0,0,0,0,0,0,0,0,0,62.5,37.5,0,0,0,508,0,0,35,0,163.5,151,41,51,107,102.7,7.4,8.2,3,2.1,4.5,5.04,0,0,0,0,1.031,,,,
AlleyLS_254,Restored,Post(2),Pre,9/15/2022,Alley LS,PS&EV,T2P5,0,87.5,0,0,0,0,0,0,0,0,0,87.5,18.75,0,0,0,468,0,0,72,0,87,73,47,96,59,72.4,8,5,3.9,5.5,5,5.48,0,0,0,0,1.945,,,,
AlleyLS_255,Restored,Post(2),Pre,9/15/2022,Alley LS,PS&EV,T2P6,0,62.5,0,0,0,0,0,0,0,0,0,62.5,37.5,0,0,0,62,0,0,10,0,121,75,114,89,71,94,7.4,4.4,7.4,4.7,4.6,5.7,0,0,0,0,2.33,,,,
AlleyLS_256,Restored,Post(2),Pre,9/15/2022,Alley LS,PS&P,T3P1,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.749,,,,
AlleyLS_257,Restored,Post(2),Pre,9/15/2022,Alley LS,PS&P,T3P2,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,10,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.365,,,,
AlleyLS_258,Restored,Post(2),Pre,9/15/2022,Alley LS,PS&P,T3P3,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,18.75,0,13,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.835,,,,
AlleyLS_259,Restored,Post(2),Pre,9/15/2022,Alley LS,PS&EV,T3P4,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.334,,,,
AlleyLS_260,Restored,Post(2),Pre,9/15/2022,Alley LS,PS&EV,T3P5,0,8.75,0,0,0,0,0,0,0,0,0,8.75,87.5,0,2.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,,,,
AlleyLS_261,Restored,Post(2),Pre,9/15/2022,Alley LS,PS&EV,T3P6,0,37.5,0,0,0,0,0,0,0,0,0,37.5,62.5,0,0,0,91,2,0,52,0,98,75,79,63,19,66.8,6.4,4.2,5.8,4,2.4,4.56,0,0,0,0,2.483,,,,
AlleyLS_262,Restored,Post(2),Pre,9/15/2022,Alley LS,PS&P,T4P1,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,1,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.029,,,,
AlleyLS_263,Restored,Post(2),Pre,9/15/2022,Alley LS,PS&P,T4P2,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.536,,,,
AlleyLS_264,Restored,Post(2),Pre,9/15/2022,Alley LS,PS&P,T4P3,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,5,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.82,,,,
AlleyLS_265,Restored,Post(2),Pre,9/15/2022,Alley LS,PS&EV,T4P4,0,8.75,0,0,0,0,0,0,0,0,0,8.75,87.5,0,2.5,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,,,,
AlleyLS_266,Restored,Post(2),Pre,9/15/2022,Alley LS,PS&EV,T4P5,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946,,,,
AlleyLS_267,Restored,Post(2),Pre,9/15/2022,Alley LS,PS&EV,T4P6,0,87.5,0,0,0,0,0,0,0,0,0,87.5,37.5,0,0,0,18,1,0,23,0,100,30,83,87.5,100,80.1,5.8,4.4,5,6.4,4.7,5.26,0,0,0,0,3.452,,,,
AlleyLS_268,Restored,Post(2),Pre,9/15/2022,Alley LS,PS&P,T5P1,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,2.5,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.701,,,,
AlleyLS_269,Restored,Post(2),Pre,9/15/2022,Alley LS,PS&P,T5P2,0,0,0,0,0,0,0,0,0,0,0,0,87.5,8.75,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.504,,,,
AlleyLS_270,Restored,Post(2),Pre,9/15/2022,Alley LS,PS&P,T5P3,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.11,,,,
AlleyLS_271,Restored,Post(2),Pre,9/15/2022,Alley LS,PS&EV,T5P4,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.418,,,,
AlleyLS_272,Restored,Post(2),Pre,9/15/2022,Alley LS,PS&EV,T5P5,0,37.5,0,0,0,0,0,0,0,0,0,37.5,62.5,0,0,0,110,0,0,10,0,95.5,97.5,91,5.5,7.5,59.4,5,6.4,5,6.6,4.2,5.44,0,0,0,0,0.92,,,,
AlleyLS_273,Restored,Post(2),Pre,9/15/2022,Alley LS,PS&EV,T5P6,0,87.5,0,0,0,0,0,0,0,0,0,87.5,18.75,0,0,0,138,1,0,36,0,44,46,29.5,82,88,57.9,7,4,4.4,5.7,5.9,5.4,0,0,0,0,3.107,,,,
AlleyLS_274,Reference,Post(2),Pre,9/15/2022,Alley LS,MF Reference,T1P1,0,0,0,0,0,0,0,0,0,0,0,0,87.5,18.75,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.366,,,,
AlleyLS_275,Reference,Post(2),Pre,9/15/2022,Alley LS,MF Reference,T1P2,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.228,,,,
AlleyLS_276,Reference,Post(2),Pre,9/15/2022,Alley LS,MF Reference,T1P3,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,,,,
AlleyLS_277,Reference,Post(2),Pre,9/15/2022,Alley LS,VE Reference,T1P4,0,18.75,0,0,0,0,0,0,0,0,0,18.75,87.5,0,2.5,0,185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374,,,,
AlleyLS_278,Reference,Post(2),Pre,9/15/2022,Alley LS,VE Reference,T1P5,0,87.5,0,0,0,0,0,0,0,0,0,87.5,18.75,0,0,0,450,0,0,69,0,84,40,39,95.5,52,62.1,6.5,4,6.5,3.6,3.9,4.9,0,0,0,0,1.462,,,,
AlleyLS_279,Reference,Post(2),Pre,9/15/2022,Alley LS,VE Reference,T1P6,0,87.5,0,0,0,0,0,0,0,0,0,87.5,18.75,0,0,0,133,0,0,70,0,110,129.5,70.5,100,128,107.6,5.7,5.8,3.4,3.5,5.1,4.7,0,0,0,0,2.127,,,,
AlleyLS_280,Reference,Post(2),Pre,9/15/2022,Alley LS,MF Reference,T2P1,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.05,,,,
AlleyLS_281,Reference,Post(2),Pre,9/15/2022,Alley LS,MF Reference,T2P2,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,2.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.844,,,,
AlleyLS_282,Reference,Post(2),Pre,9/15/2022,Alley LS,MF Reference,T2P3,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,2.5,0,0,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.559,,,,
AlleyLS_283,Reference,Post(2),Pre,9/15/2022,Alley LS,VE Reference,T2P4,0,18.75,0,0,0,0,0,0,0,0,0,18.75,62.5,0,0,0,156,0,1,22,0,67,53,57,38,76,58.2,4.6,3.4,4.4,3.4,5.6,4.28,0,0,0,0,-0.159,,,,
AlleyLS_284,Reference,Post(2),Pre,9/15/2022,Alley LS,VE Reference,T2P5,0,37.5,0,0,0,0,0,0,0,0,0,37.5,62.5,0,0,0,10,0,0,39,0,96,94.5,74.5,80,116,92.2,4.5,5.1,4.4,4.6,5.3,4.78,0,0,0,0,0.367,,,,
AlleyLS_285,Reference,Post(2),Pre,9/15/2022,Alley LS,VE Reference,T2P6,0,62.5,0,0,0,0,0,0,0,0,0,62.5,37.5,0,0,0,144,0,0,39,0,128,64.5,80.5,87,67.5,85.5,5.8,6.8,5.5,6.4,4.2,5.74,0,0,0,0,1.867,,,,
AlleyLS_286,Reference,Post(2),Pre,9/15/2022,Alley LS,MF Reference,T3P1,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,2.5,0,0,2,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.203,,,,
AlleyLS_287,Reference,Post(2),Pre,9/15/2022,Alley LS,MF Reference,T3P2,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.928,,,,
AlleyLS_288,Reference,Post(2),Pre,9/15/2022,Alley LS,MF Reference,T3P3,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,8.75,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.525,,,,
AlleyLS_289,Reference,Post(2),Pre,9/15/2022,Alley LS,VE Reference,T3P4,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022,,,,
AlleyLS_290,Reference,Post(2),Pre,9/15/2022,Alley LS,VE Reference,T3P5,0,37.5,0,0,0,0,0,0,0,0,0,37.5,62.5,0,0,0,60,0,1,38,0,81,80,61,97.5,21,68.1,5.4,4.9,5.9,4.7,6.5,5.48,0,0,0,0,1.98,,,,
AlleyLS_291,Reference,Post(2),Pre,9/15/2022,Alley LS,VE Reference,T3P6,0,37.5,0,0,0,0,0.5,0,0,0,0,38,37.5,0,0,0,1,0,0,51,0,107,10,82,65,42,61.2,6,3.8,5.4,3.4,4.2,4.56,0,0,0,0,3.072,,,,
AlleyLS_292,Reference,Post(2),Pre,9/15/2022,Alley LS,MF Reference,T4P1,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.958,,,,
AlleyLS_293,Reference,Post(2),Pre,9/15/2022,Alley LS,MF Reference,T4P2,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.448,,,,
AlleyLS_294,Reference,Post(2),Pre,9/15/2022,Alley LS,MF Reference,T4P3,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,,,,
