Rest/Ref,Age (yr),Date,Site Name,AreaName,Area,Plot,PHAU,SPAL,SPPA,DISP,SOSE,IVFR,SADE,JUGE,ATPA,LICA,BAHA,SUMA,SPMA,SYSU,SYTE,ALGAE,CEOR,Total Cover,Unveg,WRK,GRB,Lit,Mussel_Count,CrabBur,Snail_COUNT ,SPAL Stem Count,Flower Cover,SPPA Stem Count,Flower Cover,DISP Stem Count,Flower Cover,JUGE Stem Count,Flower Cover,PHAU Stem Count,Flower Cover,LICA Stem Count,Flower Cover,SPAL_H1 (cm),SPAL_H2 (cm),SPAL_H3 (cm),SPAL_H4 (cm),SPAL_H5 (cm),SPAL_H_Avg,SPAL_D1(cm),SPAL_D2(cm),SPAL_D3(cm),SPAL_D4(cm),SPAL_D5 (cm),SPAL_D_Avg,Elevation ft,GIS Plot ID,check
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredHM,HM,4,0,2.5,8.75,0,0,0,0,0,0,0,0,,,,0,0,0,11.25,87.5,2.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.569,,
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredHM,HM,5,0,18.75,0,0,0,0,0,0,0,0,0,,,,0,0,0,18.75,87.5,0,0,0,0,17,0,42,0,0,0,0,0,0,0,0,0,0,0,19,3,24,3,29,15.6,3.7,2.8,3.6,5,2.9,3.6,2.364,,
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredHM,HM,6,0,0,0,37.5,0,0,0,0,0,0,0,,,,0,0,0,37.5,62.5,0.5,0.5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.528,,
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredHM,HM,7,0,0,0,2.5,0,0,0,0,0,0,0,,,,0,0,0,2.5,87.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.632,,
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredHM,HM,8,0,0.5,2.5,8.75,0,0,0,0,0,0,0,,,,0,0,0,11.75,87.5,0,0.5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.581,,
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredHM,HM,9,0,87.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,87.5,2.5,2.5,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,93,135,68,153,127,115.2,5.4,8,5.8,8.5,5.6,6.66,2.324,,
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredHM,HM,10,0,18.75,0,8.75,0,0,0,0,0,0,0,,,,0,0,0,27.5,87.5,0.5,0.5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,16,92,64,67.5,10,49.9,2,3.4,1,3.4,1.3,2.22,3.224,,
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredHM,HM,11,0,2.5,2.5,8.75,0,0,0,0,0,0,0,,,,0,0,0,13.75,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205,,
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredHM,HM,12,0,0.5,0,8.75,0,0,0,0,0,0,0,,,,0,0,0,9.25,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.011,,
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredHM,HM,13,0,2.5,0,8.75,0,0,0,0,0,0,0,,,,0,0,0,11.25,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.911,,
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredHM,HM,14,0,0,8.75,2.5,0,0,0,0,0,0,0,,,,0,0,0,11.25,87.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.782,,
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredHM,HM,15,0,0,8.75,2.5,0,0,0,0,0,0,0,,,,0,0,0,11.25,87.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.595,,
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredLM,LM,1,0,8.75,0,0,0,0,0,0,0,0,0,,,,0,0,0,8.75,87.5,8.75,2.5,0,0,30,0,28,0,0,0,0,0,0,0,0,0,0,0,23,10.5,2,21,27,16.7,3.8,3.4,3.5,2.9,2.5,3.22,2.37,,
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredLM,LM,2,0,2.5,2.5,2.5,0,0,0,0,0,0,0,,,,0,0,0,7.5,87.5,0,0.5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,25.5,18,2,3,6,10.9,5.6,6,2.8,2.9,3.9,4.24,3.054,,
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredLM,LM,3,0,0.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,0.5,87.5,0.5,0,0,10,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447,,
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredLM,LM,4,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,87.5,0,0,0,1,0,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.393,,
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredLM,LM,5,0,2.5,0,8.75,0,0,0,0,0,0,0,,,,0,0,0,11.25,87.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.006,,
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredLM,LM,6,0,37.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,37.5,62.5,2.5,2.5,0,73,3,13,45,0,0,0,0,0,0,0,0,0,0,0,74,36,96.5,43,27,55.3,4,5,6.5,3.9,1.1,4.1,0.769,,
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredLM,LM,7,0,0,0,2.5,0,0,0,0,0,0,0,,,,0,0,0,2.5,87.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.492,,
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredLM,LM,8,0,62.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,62.5,37.5,0.5,0.5,0,70,5,1,58,0,0,0,0,0,0,0,0,0,0,0,19.5,58.5,20,69,67.5,46.9,3.1,4.9,5.5,3.8,3.5,4.16,2.023,,
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredLM,LM,9,0,37.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,37.5,62.5,2.5,2.5,0,13,1,10,64,0,0,0,0,0,0,0,0,0,0,0,43,42.5,18.5,38,11.5,30.7,2.5,1.9,2.4,1.5,1.4,1.94,0.944,,
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredLM,LM,10,0,37.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,37.5,62.5,0,0,0,40,0,0,132,0,0,0,0,0,0,0,0,0,0,0,35,52,50.5,46,42,45.1,3,4,0.8,0.5,2.2,2.1,0.717,,
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredLM,LM,11,0,62.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,62.5,18.75,0,2.5,0,19,0,0,26,0,0,0,0,0,0,0,0,0,0,0,88,86.5,42,37,71.5,65,3.1,2.8,1.8,3,5.4,3.22,1.459,,
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredLM,LM,12,0,2.5,2.5,0,0,0,0,0,0,0,0,,,,0,0,0,5,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.013,,
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredLM,LM,13,0,8.75,0,0,0,0,0,0,0,0,0,,,,0,0,0,8.75,87.5,2.5,0.5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,33,8,5,4,4.5,10.9,6.4,7.6,5,3,3.2,5.04,2.501,,
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredLM,LM,14,0,62.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,62.5,18.75,2.5,0,0,69,0,0,59,0,0,0,0,0,0,0,0,0,0,0,48,43,75,37,61,52.8,2.8,1.5,6.5,5,6.1,4.38,2.227,,
Restored,Post (1),9/14/2023,Idlewild,Post (1)RestoredLM,LM,15,0,62.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,62.5,18.75,0,0,0,22,9,0,62,0,0,0,0,0,0,0,0,0,0,0,10,27,10,10,10,13.4,6.1,6.5,3.5,3.4,5,4.9,2.522,,
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceHM,HM,1,18.75,2.5,18.75,62.5,0,0,2.5,2.5,0,2.5,0,,,,0,0,0,110,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.031,,
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceHM,HM,2,0,8.75,37.5,37.5,0,0.5,0,0,0,0,0,,,,18.75,0,0,103,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,5,6,6,9,6.4,7.2,7.5,7.2,7.7,7.6,7.44,3.192,,
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceHM,HM,3,0.5,8.75,37.5,62.5,0,0,0.5,0,0,0,0,,,,8.75,0,0,118.5,2.5,0.5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,45,52.5,78,19,0,38.9,6.8,4.6,7.7,6.4,0,5.1,3.184,,
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceHM,HM,4,0,8.75,62.5,37.5,0,0,0,0,0,0,0,,,,0,0,0,108.75,2.5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,38,99,23,41,0,40.2,8.8,10.1,6.4,7.2,0,6.5,3.298,,
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceHM,HM,5,0,18.75,37.5,37.5,0,0,0,0,0,0,0,,,,2.5,0,0,96.25,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,16,34,9.5,15.9,4.7,3.8,7,5.3,3.3,4.82,3.073,,
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceHM,HM,6,0,2.5,37.5,62.5,0,0,0,0,0,0,0,,,,,0,0,102.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.225,,
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceHM,HM,7,0,0,37.5,62.5,0,0,0,0,0,0,0,,,,0.5,0,0,100.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.008,,
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceHM,HM,8,0,0,37.5,62.5,0,0,0,0,0,0,0,,,,0,0,0,100,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.213,,
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceHM,HM,9,0,0,37.5,62.5,0,0,0,0,0.5,0,0,,,,8.75,0,0,109.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.309,,
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceHM,HM,10,0,0,62.5,37.5,0,0,0,0,0,0,0,,,,0,0,0,100,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.211,,
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceHM,HM,11,0.5,0,37.5,62.5,0,0,0.5,0,0,0,0,,,,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.086,,
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceHM,HM,12,0,0,37.5,62.5,0,0,0,0,0.5,0,0,,,,0,0,0,100.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.223,,
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceHM,HM,13,0,0,18.75,37.5,0,0,0,0,0,0,0,,,,0,0,0,56.25,0,37.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,,
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceHM,HM,14,0,0,62.5,37.5,0,0,0,0,0,0,0,,,,0,0,0,100,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.156,,
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceHM,HM,15,0,0,37.5,62.5,0,0,0,0,0,0,0,,,,0,0,0,100,0,8.75,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.195,,
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceLM,LM,1,0,2.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,2.5,0,87.5,18.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1.2,5.4,0,0,0,0,1.08,2.18,,
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceLM,LM,2,0,87.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,87.5,0,2.5,8.75,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,67,46,76,30,20,47.8,7.6,7.6,9.1,9.4,3.5,7.44,2.164,,
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceLM,LM,3,0,87.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,87.5,0,0,0.5,2.5,5,0,0,61,0,0,0,0,0,0,0,0,0,0,0,29.5,35,17.5,22,32,27.2,3.8,8.6,6,3.6,3.8,5.16,2.252,,
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceLM,LM,4,0,87.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,87.5,18.75,0,2.5,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,24,17,27,23,32,24.6,5.3,5.1,7,4.3,6.3,5.6,2.369,,
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceLM,LM,5,0,87.5,0,0,0,0,2.5,0,0,0,0,,,,0,0,0,90,0,0,0,0,21,0,0,56,0,0,0,0,0,0,0,0,0,0,0,38,37,57.5,62,41,47.1,5,4,6,5.9,7.2,5.62,2.203,,
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceLM,LM,6,0,37.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,37.5,62.5,0,0,0,83,0,7,45,0,0,0,0,0,0,0,0,0,0,0,54,51,49,55,38,49.4,5.7,4,5.3,5.9,4.2,5.02,0.28,,
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceLM,LM,7,0,62.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,62.5,37.5,0.5,0,0,31,4,0,55,0,0,0,0,0,0,0,0,0,0,0,20,32,26,38,25,28.2,6.8,4.4,5.5,11,6.6,6.86,1.927,,
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceLM,LM,8,2.5,37.5,2.5,8.75,0,0,0.5,0,0,0,0,,,,0,0,0,51.75,18.75,0,0,8.75,4,1,1,34,0,0,0,0,0,0,0,0,0,0,0,19,18,13,6,10,13.2,4.7,5,6.1,4.4,6.8,5.4,2.336,,
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceLM,LM,9,0,62.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,62.5,37.5,0,0,2.5,1,1,0,38,0,0,0,0,0,0,0,0,0,0,0,53,33,37,49,38,42,6.4,5,4.5,6,5.8,5.54,1.463,,
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceLM,LM,10,0,62.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,62.5,37.5,0,0,0,5,0,0,62,0,0,0,0,0,0,0,0,0,0,0,46,47,75,36,49,50.6,6.4,4.3,5.1,6.9,5.1,5.56,1.518,,
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceLM,LM,11,0,87.5,0,0,0,0,0,0,0,0,0,,,,0,0,0,87.5,18.75,0,0,0,2,1,0,38,0,0,0,0,0,0,0,0,0,0,0,50,27,23,42,27,33.8,6,5.9,4.3,4.4,5,5.12,2.181,,
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceLM,LM,12,0,62.5,0,8.75,0,0,2.5,0,0,0,0,,,,0,0,0,73.75,18.75,0,0.5,0,2,0,0,57,0,0,0,0,0,0,0,0,0,0,0,5.5,11.5,19,13,18,13.4,1.2,2.9,5.6,4.5,4.4,3.72,2.62,,
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceLM,LM,13,0,62.5,0,2.5,0,0,0,0,0,0,0,,,,0,0,0,65,37.5,0,0,8.75,3,2,2,41,0,0,0,0,0,0,0,0,0,0,0,18,17,55,46,49.5,37.1,6.9,7.1,4.7,3.8,5.4,5.58,2.58,,
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceLM,LM,14,0,87.5,0,0,0,0,2.5,0,0,0,0,,,,0,0,0,90,8.75,0,0,0,13,2,2,83,0,0,0,0,0,0,0,0,0,0,0,22,15,17,14,55.5,24.7,7,3.7,4,3.4,4.6,4.54,2.549,,
Reference,Post (1),8/28/2023,Idlewild,Post (1)ReferenceLM,LM,15,0,62.5,8.75,8.75,0,0,8.75,0,0,0.5,0,,,,0,0,0,89.25,18.75,0,0.5,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,3,9.5,8,19,14,10.7,5.8,5.2,4.8,6.4,10.8,6.6,2.692,,
Restored,Post (1.5),10/12/2023,Idlewild,Post (1.5)RestoredLM,LM,4,0,18.75,0,0,0,0,0,0,0,0,0,,,,0,87.5,0,106.25,87.5,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,9,23,55,16,5,21.6,4.3,5,6.4,4.4,5.5,5.12,2.256,,
Restored,Post (1.5),10/12/2023,Idlewild,Post (1.5)RestoredLM,LM,7,0,18.75,0,0,0,0,0,0,0,0,0,,,,0,62.5,0,81.25,87.5,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,4.5,8,5,3,31,10.3,4.1,6,4.9,3.3,6.7,5,1.95,,
Restored,Post (1.5),10/12/2023,Idlewild,Post (1.5)RestoredLM,LM,9,0,8.75,0,0,0,0,0,0,0,0,0,,,,0,87.5,0,96.25,87.5,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,34,12,36,4,13,19.8,3.2,3.3,3.5,5,3.9,3.78,2.616,,
Restored,Post (1.5),10/12/2023,Idlewild,Post (1.5)RestoredLM,LM,10,0,37.5,0,0,0,0,0,0,0,0,0,,,,0,62.5,0,100,62.5,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,48,41,32,8,73,40.4,6.8,3.4,3.9,4,6,4.82,2.458,,
Restored,Post (1.5),10/12/2023,Idlewild,Post (1.5)RestoredLM,LM,11,0,37.5,0,0,0,0,0,0,0,0,0,,,,0,62.5,0,100,62.5,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,13,9,13,11,20,13.2,3.7,3.3,2.9,3,3.5,3.28,1.943,,
Restored,Post (1.5),10/12/2023,Idlewild,Post (1.5)RestoredLM,LM,14,0,0,0,0,0,0,0,0,0,0,0,,,,0,62.5,0,62.5,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.622,,
Restored,Post (1.5),10/12/2023,Idlewild,Post (1.5)RestoredLM,LM,15,0,2.5,0,0,0,0,0,0,0,0,0,,,,0,62.5,0,65,87.5,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,12,2,5,10,4,6.6,2.9,3.3,3.9,2.8,3,3.18,2.567,,
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredHM,HM,1,0,0,0,62.5,0,0.5,37.5,0,0,0.5,0,0,0,0,0,0,0,101,18.75,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.834,,
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredHM,HM,2,0,2.5,18.75,18.75,0,0,0,0,0,0,0,8.75,0,0,0,0,0,48.75,37.5,0,Y,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.358,,
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredHM,HM,3,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,37.5,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.182,,
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredHM,HM,4,0,2.5,0,62.5,0,0.5,2.5,0,0.5,0,0,0.5,0.5,0,0,0,0,69.5,8.75,0,Y,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.339,,
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredHM,HM,5,0,0,18.75,18.75,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,38.5,37.5,0,Y,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.761,,
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredHM,HM,6,0,0,18.75,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,19.25,87.5,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.981,,
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredHM,HM,7,0,0,18.75,0.5,0,0,0.5,0,0,0,0,0.5,0.5,0,0,0,0,20.75,87.5,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.869,,
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredHM,HM,8,0,0,18.75,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25,62.5,8.75,Y,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.919,,
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredHM,HM,9,0,37.5,0.5,8.75,0,0,2.5,0,0,0,0,2.5,0,0,0,0,0,51.75,37.5,0,Y,Y,N,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.174,,
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredHM,HM,10,0,8.75,0,18.75,0,0,2.5,0,0,0,0,0,0,0,0,0,0,30,62.5,0,Y,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.064,,
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredHM,HM,11,0,0,0,37.5,0,0,2.5,0,0,0.5,0,0,0,0,0,0,0,40.5,62.5,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.201,,
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredHM,HM,12,0,62.5,0,8.75,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,72.25,8.75,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,,
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredHM,HM,13,0,0,8.75,8.75,0,0,0,0,0,0,0,0,0.5,0,0,0,0,18,87.5,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.602,,
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredHM,HM,14,0,0,18.75,0,0,0,2.5,0,0,0.5,0,0,0.5,0,0,0,0,22.25,62.5,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.346,,
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredHM,HM,15,0,0,0.5,37.5,0,0,0.5,0,0,0,0,0,2.5,0,0,0,0,41,62.5,0,N,Y,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.698,,
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredLM,LM,1,0,62.5,0,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,81.25,18.75,0.5,N,Y,N,N,N,37,0,0,0,0,0,0,0,0,0,0,0,50,38,37,25,89,47.8,5.9,3.8,5.8,4,5.9,5.08,2.581,,
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredLM,LM,2,0,37.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,40,37.5,0,Y,Y,N,N,N,49,0,0,0,0,0,0,0,0,0,0,0,44,24,17,79,39,40.6,4.5,3.8,2.9,6.2,3.3,4.14,2.558,,
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredLM,LM,3,0,37.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,40,62.5,0,Y,Y,N,Y,N,42,0,0,0,0,0,0,0,0,0,0,0,35,50,74,28,11,39.6,3,4.1,4.3,4.9,5.1,4.28,2.542,,
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredLM,LM,4,0,62.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,65,37.5,0.5,N,Y,N,N,N,58,0,0,0,0,0,0,0,0,0,0,0,30,80,114,71,37,66.4,5.4,4.8,5.8,5,4.5,5.1,2.391,,
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredLM,LM,5,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,37.5,0,N,Y,N,N,N,41,0,0,0,0,0,0,0,0,0,0,0,43,81,22,67,52,53,4.9,5.2,3.4,4,3.8,4.26,2.184,,
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredLM,LM,6,0,87.5,0,0,0,0,0.5,0,2.5,0,0,0,0,0,0,0,0,90.5,2.5,0,N,Y,N,N,N,22,0,0,0,0,0,0,0,0,0,0,0,23,28,17,19,27,22.8,9.1,8.3,8.1,8.9,6.5,8.18,3.182,,
Restored,Post (2),9/17/2024,Idlewild,Post (2)RestoredLM,LM,7,0,62.5,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,100,8.75,2.5,Y,Y,N,N,N,25,0,0,0,0,0,0,0,0,0,0,0,21,11,30,28,42,26.4,5.1,6,5.1,4.1,6.9,5.44,2.265,,
